id,name,full_address,address,city,state,zip,images,units,stories,year_built,building_type,neighborhood,amenities,date,unit,price,beds,baths,sq_feet,common_charges,monthly_taxes,maintenance,agent_company,agent_phone,unit_images,unit_description
44,Trump World Tower,"845 United Nations Plaza, New York, NY, 10017",845 United Nations Plaza,New York,NY,10017,44/162588274.jpg|44/143151.jpg|44/1254731.jpg,376,90,2001,Condo,Turtle Bay,Bike Room|Cold Storage|Concierge|Gym|Live-in Super|Parking Available|Swimming Pool|NYC Storm Zone 6,9/19/2017,44C,3750000,2,3,2087,2223,2440,NULL,Berkshire Hathaway HomeServices New York Properties,(646) 677-1027,44/44C/245347667.jpg|44/44C/245347663.jpg|44/44C/245347659.jpg|44/44C/245347655.jpg|44/44C/245347651.jpg|44/44C/245347643.jpg|44/44C/245347639.jpg|44/44C/245347635.jpg|44/44C/245347631.jpg|44/44C/245347627.jpg|44/44C/245347623.jpg|44/44C/245347619.jpg|44/44C/245347614.jpg|44/44C/245347608.jpg,"This wonderful corner high floor two-bedroom, three-bathroom apartment in Trump World Tower is in immaculate condition and has spectacular city and river views. The apartment features 10' ceilings, floor-to-ceiling glass, new dark stained hardwood floors, windowed kitchen with stainless steel appliances and granite counter-tops, as well as a washer/dryer in unit. The master en-suite bath features double vanity, soaking tub, stall shower, and bidet. The master bedroom has abundant closet space and superb city views. This all atop one of the most luxurious residential buildings in NYC! The World Class amenities at Trump World Tower include 24-hour concierge services, a fully renovated 10,000 sq. ft. health club/spa with 60' lap pool, valet parking from our private driveway and a private garden for residents to enjoy
  
  <br>"
41,The Aldyn,"60 Riverside Boulevard, New York, NY, 10069",60 Riverside Boulevard,New York,NY,10069,41/16030247.jpg|41/16030251.jpg|41/16030255.jpg|41/16030259.jpg|41/16030263.jpg|41/16030266.jpg|41/16030269.jpg|41/16030272.jpg|41/25784391.jpg|41/25784437.jpg,259,40,2008,Condo,Lincoln Square,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Parking Available|Swimming Pool|Community Recreation Facilities,9/1/2017,2001,3980000,3,3.5,1826,1700,1341,NULL,Cornell Jones and Moshe Balalo,Nest Seekers International,41/2001/245331930.jpg|41/2001/245331922.jpg|41/2001/245331910.jpg|41/2001/245331892.jpg|41/2001/245331884.jpg|41/2001/245331874.jpg|41/2001/245331867.jpg|41/2001/245331859.jpg|41/2001/245331851.jpg|41/2001/245331843.jpg|41/2001/246015872.jpg|41/2001/246015869.jpg|41/2001/246015866.jpg|41/2001/246015802.jpg|41/2001/246015799.jpg|41/2001/245331834.jpg|41/2001/258239301.jpg|41/2001/258239283.jpg|41/2001/258239276.jpg|41/2001/258239270.jpg|41/2001/258239264.jpg|41/2001/258239256.jpg|41/2001/258239250.jpg,"Upon entering this 3 bedroom, 3.5 bath luxury condo, situated on the 20th floor of The Aldyn at 60 Riverside Boulevard, residents and guests alike are taken aback by breathtaking views of the Hudson River and the iconic George Washington Bridge. This stunning corner residence with floor-to-ceiling windows, 11' high ceilings, expansive great room and dining room, is every sunset enthusiast's dream come true! The kitchen in this fabulous residence features Brazilian cherry wood floors white lacquer wood cabinetry, White Quartzite / Caldia marble counter tops and premium appliances from Smeg and Miele, as well as an in unit washer/dryer. The riverfront master suite includes a luxuriously appointed, teak wrapped bathroom with a soaking tub, stall shower, a dual sink/vanity and spacious walk-in closet. The two additional bedrooms each include ensuite Waterworks baths. Showings by J P Smith 9I7 733 829O The Aldyn Condominium offers spectacular amenities, including 24-hour doorman, concierge, on-site parking, landscaped courtyard and La Palestra fitness center with: 75' indoor pool, squash, yoga, pilates, bowling, basketball, golf, rock climbing, billiards, and 2 lounges.
  
  <br>"
43,NINE52,"416 West 52nd Street, New York, NY, 10019",416 West 52nd Street,New York,NY,10019,43/234308791.jpg|43/234661781.jpg|43/234661785.jpg|43/234661789.jpg|43/234661793.jpg|43/234661797.jpg|43/234661801.jpg|43/234661805.jpg|43/234661810.jpg|43/234661817.jpg,155,7,1940,Condo,Hell's Kitchen,Bike Room|Gym|Storage Available|Roof Deck,8/22/2017,406,1950000,2,2,1386,1083,1861,NULL,Park River,(646) 565-4699,43/406/257299097.jpg|43/406/257299077.jpg|43/406/257299031.jpg|43/406/257299037.jpg|43/406/257299118.jpg|43/406/257299100.jpg|43/406/257299068.jpg,"INCREDIBLE VALUE!!! Nine52s smartest solution to your extra space needs! This 2 bedroom, 2 bathroom residence offers a generous and flowing layout with a separate space easily to be convertible to a home office or extra windowed room. A Generous and well-appointed layout with double exposure facing both East and West feature 10 ft ceilings, welcoming its guest with a grand entry gallery detailed with recessed lighting, a perfect spotlight for beautiful art pieces and 8 expansive windows throughout, including a windowed kitchen that covers the stained oak flooring in natural light. Spaciously designed, the Master bedroom en-suite features another window that allows in more natural lighting. Each bedroom overlooks the quiet interior Zen Garden with a serene stream. The kitchen blends into the living room for a contemporary living concept, detailed with Custom Gray and white lacquer cabinetry, Caeserstone countertops, Stainless steel Kohler sink and built in appliances. The beautifully appointed bathroom is outfitted with classic floor-to-ceiling ceramic and marble tile, custom vanity, mirrored medicine cabinets and premium fixtures by Grohe and Kohler. The residence has a multi-zone HVAC system with individual climate control, Smart home technology, Energy efficient water heat pump system and a stacked Washer and Dryer.<br>Equal Housing Opportunity. The complete terms of the offering area available with the New York State Department of Law under File No. CD 15-0300. Sponsor: Gaia 416 West 52nd Street (Owner) LLC having an address at C/O Gaia Real Estate, 152 West 57th Street, New York, NY 10019. All dimensions are approximate and subject to normal construction variances and tolerances. Dimensions are maximum overall subtract cutouts. We reserve the right to make changes due to unforeseen conditions, in accordance with the offering plan.
  
  <br>"
49,555 Kappock Street,"555 Kappock Street, Bronx, NY, 10463",555 Kappock Street,Bronx,NY,10463,49/162586182.jpg|49/3432820.jpg,412,25,1966,Co-op,Spuyten Duyvil,Live-in Super|Parking Available,8/31/2017,5G,300000,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,555 Kappock Street,"555 Kappock Street, Bronx, NY, 10463",555 Kappock Street,Bronx,NY,10463,49/162586182.jpg|49/3432820.jpg,412,25,1966,Co-op,Spuyten Duyvil,Live-in Super|Parking Available,8/29/2017,26A,185000,1,1,0,NULL,NULL,922,Halstead Property,(718) 878-1728,49/26A/283596423.jpg|49/26A/283596380.jpg|49/26A/283596334.jpg|49/26A/283596291.jpg|49/26A/283596238.jpg|49/26A/283596197.jpg|49/26A/283589837.jpg|49/26A/283589794.jpg,NULL
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,8/24/2017,36G,0,0,0,1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,555 Kappock Street,"555 Kappock Street, Bronx, NY, 10463",555 Kappock Street,Bronx,NY,10463,49/162586182.jpg|49/3432820.jpg,412,25,1966,Co-op,Spuyten Duyvil,Live-in Super|Parking Available,9/15/2017,2U,180000,1,1,800,NULL,NULL,825,Robert E. Hill ,(914) 309-8077,49/2U/150688517.jpg|49/2U/150688520.jpg|49/2U/150688524.jpg,NULL
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,8/25/2017,39B,3995000,2,2,1587,2714,2544,NULL,Keller Williams NYC,(917) 751-5888,47/39B/223049471.jpg|47/39B/223049465.jpg|47/39B/223049462.jpg|47/39B/223049455.jpg|47/39B/223049449.jpg|47/39B/223049445.jpg|47/39B/223049439.jpg|47/39B/223049432.jpg,NULL
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,8/25/2017,37D/38D,5995000,3,2.5,2184,3620,3328,NULL,Keller Williams NYC,(917) 751-5888,47/37D/38D/189553711.jpg|47/37D/38D/189554028.jpg|47/37D/38D/189554123.jpg,NULL
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,9/15/2017,40B,3950000,2,2,1587,2715,2500,NULL,Douglas Elliman,(212) 352-6202,47/40B/251879490.jpg|47/40B/251879445.jpg|47/40B/252267801.jpg|47/40B/251879583.jpg|47/40B/251879570.jpg|47/40B/251879394.jpg|47/40B/252267954.jpg,"This sprawling FURNISHED two bedroom apartment is located in the most coveted true full service condominium building in Manhattan, Trump Tower. 40 floors above 5th Avenue, this elegant south facing unit is flooded with dazzling light and is pin drop quiet. Encompassing 1,600 sq ft, this apartment features spectacular floor to ceiling windows with full skyline and partial river views with extraordinary light from full walls of floor to ceiling glass in the living room and bedrooms. 40 B has a gracious entry foyer that leads to a grand living room and adjoining dining area, all with sweeping views of Midtown Manhattan. This apartment has recently been renovated, including a fantastic chef's kitchen, electric shades/blinds throughout, and upscale custom furniture including items from Roche-Bobois.Trump Tower is located at 721 Fifth Avenue in the midst of possibly the most celebrated high-end shopping in the world. This famed condominium offers full-time doormen and concierge service, attended elevators, valet and maid service, as well as a state-of-the-art fitness center overlooking Central Park.
  
  <br>"
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,9/15/2017,39CD,7500000,3,3,2219,3578,3860,NULL,Brown Harris Stevens,(212) 452-6255,47/39CD/278892167.jpg|47/39CD/278892151.jpg|47/39CD/278892136.jpg|47/39CD/278892127.jpg|47/39CD/278892115.jpg|47/39CD/278892109.jpg|47/39CD/278892094.jpg|47/39CD/278892084.jpg|47/39CD/278892066.jpg,"CENTRAL PARK SHOWCASE AT TRUMP TOWER<br>Spectacular views of Central Park abound in this three-bedroom, three-bathroom Fifth Avenue apartment, set on the 39th floor of Trump Tower. Two apartments have been completely renovated and seamlessly combined, resulting in a stunning corner residence spanning more than 2,200 square feet, with cherry wood floors and floor-to-ceiling windows throughout. Carrara marble slabs, Venetian plaster, and fixtures by Flos and Artemide lend an Italian flair to this elegant home, which is fully furnished with contemporary furniture and graceful antique pieces. <br><br> The corner living room is filled with natural light and park views via dual exposures, while the adjacent dining room and additional foyer provide an overflow of space for living and entertaining. The state-of-the-art kitchen is equipped with Gaggenau appliances. The master bedroom boasts wide city views and an en-suite master bath with a marble tub and double vanity, and each additional bedroom features sweeping city vistas and an adjacent full bathroom. There is abundant closet space throughout, including a large walk-in. <br><br> On-site amenities include a doorman and concierge service, community recreation facilities, a gym, and a live-in super. Residents are just steps away from Central Park and all of Fifth Avenue's renowned shops, boutiques, high-end spas and top-flight restaurants, in a location that epitomizes Manhattan luxury living.
  
  <br>"
43,NINE52,"416 West 52nd Street, New York, NY, 10019",416 West 52nd Street,New York,NY,10019,43/234308791.jpg|43/234661781.jpg|43/234661785.jpg|43/234661789.jpg|43/234661793.jpg|43/234661797.jpg|43/234661801.jpg|43/234661805.jpg|43/234661810.jpg|43/234661817.jpg,155,7,1940,Condo,Hell's Kitchen,Bike Room|Gym|Storage Available|Roof Deck,9/4/2017,422,1204000,1,1,725,494,955,NULL,Park River,(646) 565-4699,43/422/247456205.jpg|43/422/247456202.jpg|43/422/242110655.jpg|43/422/242110652.jpg|43/422/242110648.jpg,NULL
49,555 Kappock Street,"555 Kappock Street, Bronx, NY, 10463",555 Kappock Street,Bronx,NY,10463,49/162586182.jpg|49/3432820.jpg,412,25,1966,Co-op,Spuyten Duyvil,Live-in Super|Parking Available,8/28/2017,15G,309000,2,2,1200,NULL,NULL,1196,Weichert Rockefeller Center,(212) 757-4007,49/15G/254266144.jpg|49/15G/254266126.jpg|49/15G/254266145.jpg|49/15G/254266135.jpg|49/15G/254266123.jpg|49/15G/254266130.jpg|49/15G/254284596.jpg,NULL
47,Trump Tower,"721 Fifth Avenue, New York, NY, 10022",721 Fifth Avenue,New York,NY,10022,47/116867507.jpg|47/197421426.jpg,231,58,1983,Condo,Midtown,Concierge|Gym|Live-in Super|Parking Available|Community Recreation Facilities|Garden,9/8/2017,58CD,11000000,2,2.5,2250,3796,3566,NULL,Keller Williams NYC,(917) 751-5888,47/58CD/206464651.jpg|47/58CD/206464664.jpg|47/58CD/206464704.jpg|47/58CD/206464715.jpg|47/58CD/206464727.jpg|47/58CD/206464737.jpg|47/58CD/206464752.jpg|47/58CD/206464765.jpg|47/58CD/206464773.jpg|47/58CD/206464779.jpg|47/58CD/206464783.jpg,"High up in the most elite reaches of Trump Tower, floating above Central Park and the City, a masterpiece of design and artful living is being created for a most discerning purchaser. Occupying the northeast corner of the building with floor-to-ceiling windows throughout, this apartment of approximately 2,250 square feet has sweeping views of Central Park and the City with the distinguishing tops of some of Manhattan's most iconic buildings, including The General Motors Building, The Sony Building, Citicorp and 432 Park Avenue, perfectly framed in its windows. <br>One enters the apartment and is immediately drawn forward into the expansive living and entertaining space encompassing a corner living room with double exposure, a dining area, quietly surrounded by a sleek open kitchen, with all opening into the adjacent media room, also with a double exposure. This area is at once spectacularly open, inviting and elegant, all richly appointed with finishes beyond compare. Off of the entertaining area with a beautiful eastern view and light is the second bedroom with a spacious, customized walk-in closet and large en-suite bath with tub, stall shower and double sinks. <br>Discreetly positioned to the left of the entry off its own private hallway is a jewel of a powder room. Proceeding beyond, further down this hallway, you enter one of Manhattan's most magnificent master bedroom suites. The grand, glass-enclosed master bath is itself a work of art with a soaking tub and open shower atop artistic tile work. Double sinks, a private dressing area and walk-in closet with a separate walk-in closet just outside provide for the most luxurious spa-like retreat in your own home. Last, but not least, retire to the master chamber, deep in the suite for the utmost privacy, overlooking Central Park to the north with unbelievable open City views to the east. <br>The finishes are spectacular and varied textured woods, lavish, thick marbles and tilework, leathers and the most elegant kitchen and bathroom hardware and fixtures. The palette is rich browns, charcoals, whites, creams and greys, simply lush and quietly beautiful. Words cannot do justice to the life experience this apartment will afford its fortunate purchaser.
  
  <br>"
55,One Manhattan Square,"252 South Street, New York, NY, 10002",252 South Street,New York,NY,10002,55/226896585.jpg|55/226896893.jpg|55/227226027.jpg|55/226896630.jpg|55/226896927.jpg|55/227225895.jpg|55/227225891.jpg|55/227225899.jpg|55/226896859.jpg,815,80,2019,Condo,Two Bridges,,8/25/2017,57D,2963000,2,2,1170,1524,26,NULL,Extell Marketing Group LLC,(212) 252-1560,55/57D/269773454.jpg|55/57D/269773518.jpg|55/57D/269773432.jpg|55/57D/269773475.jpg|55/57D/269773426.jpg|55/57D/269773423.jpg|55/57D/269773495.jpg,"One Manhattan Square is an 80-story, 823-foot modern glass tower condominium located along the East River waterfront on the Lower East Side with unobstructed panoramic water and skyline views, with over 100,000 square feet of every conceivable luxury. <br>Designed by Adamson Associates Architects the Toronto-based firm which served as executive architects on The Shard at London Bridge the 823 foot tower will be a striking addition to the Manhattan skyline. The building is clad in a delicate mix of natural elements and modern accents, including a sleek glass curtain wall that reflects the river below. Other architectural highlights include the use of muntz metal on the podium and entranceway that provides a warm, earthy tone. <br><br>Residence 57D is a 1,170 square foot two bedroom, two bathroom with an open gourmet kitchen and breakfast bar. This spacious corner residence faces North East and South East, with East River views and city skyline. Warm, modern interiors are brought to life by the renowned design team at Meyer Davis Studio. This residence features imported stone and custom finishes, premium Miele appliance package, 5 wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, undermount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer. <br><br>Residents of One Manhattan Square will have over 100,000 square feet of resort-like amenities designed by Meyer Davis Studio spanning across four floors with rest, relaxation and entertainment in mind. The Club Level features a luxurious spa centered around a tranquil courtyard, Hamam with cold plunge pool, 75swimming pool, childrens wading pool, treatment rooms, hot tub, sauna, full basketball court, two-lane bowling alley, squash court, golf simulator, 70-person movie theater and performance space, cellar bar and lounge, wine tasting room, cigar room, pet spa and laundry and alterations. The Ground Floor features a 24-hour doorman and concierge, double-height grand lobby with two seating areas and fire places, private motor court, package delivery and refrigerated storage, dry cleaning valet, and complimentary bicycle storage. The Third Floor Garden Level is devoted to indoor and outdoor opportunities featuring a culinary lounge and demonstration kitchen, business center, teen game room and indoor childrens playroom. The design surrounding One Manhattan Squares 45,000 square foot oasis with lush gardens is by the celebrated design firm West 8 landscape architects, known for their work at The Hills at Governors Island and Miamis Soundscape Gardens. Outdoor amenities feature sumac meander, pike slip courtyard, birch garden, childrens playground, social courtyards, relaxation lawns, fire pits, outdoor kitchen and dining, herb garden, adult treehouse, tea pavilion, outdoor ping-pong, putting green, stargazing observatory, and a 93covered dog run. Finally, the Fitness Level features state-of-the-art weight room, cardio room, four fitness studios, cardio, dance and yoga classes. <br>It all thrives on the Lower East Side. Dotted with fine dining restaurants, trailblazing bars, boutique shops and avant-garde galleries, theres no shortage of entertainment options in the area. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge and the East River Esplanade. One Manhattan Square was designed to appeal to those that want it all iconic views, lush gardens, gorgeous homes, anticipated 20-year tax abatement and an over the top package of unprecedented amenities. Now under construction with closings anticipated to begin in 2018.
  
  <br>"
55,One Manhattan Square,"252 South Street, New York, NY, 10002",252 South Street,New York,NY,10002,55/226896585.jpg|55/226896893.jpg|55/227226027.jpg|55/226896630.jpg|55/226896927.jpg|55/227225895.jpg|55/227225891.jpg|55/227225899.jpg|55/226896859.jpg,815,80,2019,Condo,Two Bridges,,8/25/2017,11C,1433000,1,1,695,745,13,NULL,Extell Marketing Group LLC,(212) 252-1560,55/11C/271132906.jpg|55/11C/271132934.jpg|55/11C/271132930.jpg|55/11C/271132918.jpg|55/11C/271132913.jpg|55/11C/271132926.jpg,"One Manhattan Square is an 80-story, 823-foot modern glass tower condominium located along the East River waterfront on the Lower East Side with unobstructed panoramic water and skyline views, with over 100,000 square feet of every conceivable luxury. <br>Designed by Adamson Associates Architects the Toronto-based firm which served as executive architects on The Shard at London Bridge the 823 foot tower will be a striking addition to the Manhattan skyline. The building is clad in a delicate mix of natural elements and modern accents, including a sleek glass curtain wall that reflects the river below. Other architectural highlights include the use of muntz metal on the podium and entranceway that provides a warm, earthy tone. <br><br>Residents of One Manhattan Square will have over 100,000 square feet of resort-like amenities designed by Meyer Davis Studio spanning across four floors with rest, relaxation and entertainment in mind. The Club Level features a luxurious spa centered around a tranquil courtyard, Hamam with cold plunge pool, 75swimming pool, childrens wading pool, treatment rooms, hot tub, sauna, full basketball court, two-lane bowling alley, squash court, golf simulator, 70-person movie theater and performance space, cellar bar and lounge, wine tasting room, cigar room, pet spa and laundry and alterations. The Ground Floor features a 24-hour doorman and concierge, double-height grand lobby with two seating areas and fire places, private motor court, package delivery and refrigerated storage, dry cleaning valet, and complimentary bicycle storage. The Third Floor Garden Level is devoted to indoor and outdoor opportunities featuring a culinary lounge and demonstration kitchen, business center, teen game room and indoor childrens playroom. The design surrounding One Manhattan Squares 45,000 square foot oasis with lush gardens is by the celebrated design firm West 8 landscape architects, known for their work at The Hills at Governors Island and Miamis Soundscape Gardens. Outdoor amenities feature sumac meander, pike slip courtyard, birch garden, childrens playground, social courtyards, relaxation lawns, fire pits, outdoor kitchen and dining, herb garden, adult treehouse, tea pavilion, outdoor ping-pong, putting green, stargazing observatory, and a 93covered dog run. Finally, the Fitness Level features state-of-the-art weight room, cardio room, four fitness studios, cardio, dance and yoga classes. <br>It all thrives on the Lower East Side. Dotted with fine dining restaurants, trailblazing bars, boutique shops and avant-garde galleries, theres no shortage of entertainment options in the area. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge and the East River Esplanade. One Manhattan Square was designed to appeal to those that want it all iconic views, lush gardens, gorgeous homes, anticipated 20-year tax abatement and an over the top package of unprecedented amenities. Now under construction with closings anticipated to begin in 2018.<br>The complete offering terms are in an offering plan available from Sponsor. File No. CD15-0185. Sponsor: CPS Fee Company LLC, 805 Third Avenue, Seventh Floor, New York, NY 10022. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. Equal Housing Opportunity.
  
  <br>"
55,One Manhattan Square,"252 South Street, New York, NY, 10002",252 South Street,New York,NY,10002,55/226896585.jpg|55/226896893.jpg|55/227226027.jpg|55/226896630.jpg|55/226896927.jpg|55/227225895.jpg|55/227225891.jpg|55/227225899.jpg|55/226896859.jpg,815,80,2019,Condo,Two Bridges,,8/25/2017,26F,1336000,1,1,695,796,13,NULL,Extell Marketing Group LLC,(212) 252-1560,55/26F/271132938.jpg|55/26F/271132950.jpg|55/26F/271132954.jpg|55/26F/271132942.jpg|55/26F/271132946.jpg|55/26F/271132958.jpg,"One Manhattan Square is an 80-story, 823-foot modern glass tower condominium located along the East River waterfront on the Lower East Side with unobstructed panoramic water and skyline views, with over 100,000 square feet of every conceivable luxury. <br>Designed by Adamson Associates Architects the Toronto-based firm which served as executive architects on The Shard at London Bridge the 823 foot tower will be a striking addition to the Manhattan skyline. The building is clad in a delicate mix of natural elements and modern accents, including a sleek glass curtain wall that reflects the river below. Other architectural highlights include the use of muntz metal on the podium and entranceway that provides a warm, earthy tone. <br><br>Residence 26F is a 695 square foot one bedroom, one bathroom with an open gourmet kitchen and breakfast bar. This spacious residence faces North East, and overlooks expansive, lush gardens. Warm, modern interiors are brought to life by the renowned design team at Meyer Davis Studio. This residence features imported stone and custom finishes, premium Miele appliance package, 5 wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, undermount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer. <br><br>Residents of One Manhattan Square will have over 100,000 square feet of resort-like amenities designed by Meyer Davis Studio spanning across four floors with rest, relaxation and entertainment in mind. The Club Level features a luxurious spa centered around a tranquil courtyard, Hamam with cold plunge pool, 75swimming pool, childrens wading pool, treatment rooms, hot tub, sauna, full basketball court, two-lane bowling alley, squash court, golf simulator, 70-person movie theater and performance space, cellar bar and lounge, wine tasting room, cigar room, pet spa and laundry and alterations. The Ground Floor features a 24-hour doorman and concierge, double-height grand lobby with two seating areas and fire places, private motor court, package delivery and refrigerated storage, dry cleaning valet, and complimentary bicycle storage. The Third Floor Garden Level is devoted to indoor and outdoor opportunities featuring a culinary lounge and demonstration kitchen, business center, teen game room and indoor childrens playroom. The design surrounding One Manhattan Squares 45,000 square foot oasis with lush gardens is by the celebrated design firm West 8 landscape architects, known for their work at The Hills at Governors Island and Miamis Soundscape Gardens. Outdoor amenities feature sumac meander, pike slip courtyard, birch garden, childrens playground, social courtyards, relaxation lawns, fire pits, outdoor kitchen and dining, herb garden, adult treehouse, tea pavilion, outdoor ping-pong, putting green, stargazing observatory, and a 93covered dog run. Finally, the Fitness Level features state-of-the-art weight room, cardio room, four fitness studios, cardio, dance and yoga classes. <br>It all thrives on the Lower East Side. Dotted with fine dining restaurants, trailblazing bars, boutique shops and avant-garde galleries, theres no shortage of entertainment options in the area. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge and the East River Esplanade. One Manhattan Square was designed to appeal to those that want it all iconic views, lush gardens, gorgeous homes, anticipated 20-year tax abatement and an over the top package of unprecedented amenities. Now under construction with closings anticipated to begin in 2018.<br>The complete offering terms are in an offering plan available from Sponsor. File No. CD15-0185. Sponsor: CPS Fee Company LLC, 805 Third Avenue, Seventh Floor, New York, NY 10022. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. Equal Housing Opportunity.
  
  <br>"
55,One Manhattan Square,"252 South Street, New York, NY, 10002",252 South Street,New York,NY,10002,55/226896585.jpg|55/226896893.jpg|55/227226027.jpg|55/226896630.jpg|55/226896927.jpg|55/227225895.jpg|55/227225891.jpg|55/227225899.jpg|55/226896859.jpg,815,80,2019,Condo,Two Bridges,,8/25/2017,52J,1509000,1,1,695,891,15,NULL,Extell Marketing Group LLC,(212) 252-1560,55/52J/270557866.jpg|55/52J/270557886.jpg|55/52J/270557867.jpg|55/52J/270557862.jpg,"One Manhattan Square is an 80-story, 823-foot modern glass tower condominium located along the East River waterfront on the Lower East Side with unobstructed panoramic water and skyline views, with over 100,000 square feet of every conceivable luxury. <br>Designed by Adamson Associates Architects the Toronto-based firm which served as executive architects on The Shard at London Bridge the 823 foot tower will be a striking addition to the Manhattan skyline. The building is clad in a delicate mix of natural elements and modern accents, including a sleek glass curtain wall that reflects the river below. Other architectural highlights include the use of muntz metal on the podium and entranceway that provides a warm, earthy tone. <br><br>Residence 52J is a 695 square foot one bedroom, one bathroom with an open gourmet kitchen and breakfast bar. This spacious residence faces North East, with an expansive city skyline and partial river views. Warm, modern interiors are brought to life by the renowned design team at Meyer Davis Studio. This residence features imported stone and custom finishes, premium Miele appliance package, 5 wide stained oak flooring, master bath with custom wood cabinetry, marble tile walls and mosaic floors with radiant heat, undermount Wetstyle sink with glass vanity top and Dornbracht polished chrome faucets and a washer and dryer. <br><br>Residents of One Manhattan Square will have over 100,000 square feet of resort-like amenities designed by Meyer Davis Studio spanning across four floors with rest, relaxation and entertainment in mind. The Club Level features a luxurious spa centered around a tranquil courtyard, Hamam with cold plunge pool, 75swimming pool, childrens wading pool, treatment rooms, hot tub, sauna, full basketball court, two-lane bowling alley, squash court, golf simulator, 70-person movie theater and performance space, cellar bar and lounge, wine tasting room, cigar room, pet spa and laundry and alterations. The Ground Floor features a 24-hour doorman and concierge, double-height grand lobby with two seating areas and fire places, private motor court, package delivery and refrigerated storage, dry cleaning valet, and complimentary bicycle storage. The Third Floor Garden Level is devoted to indoor and outdoor opportunities featuring a culinary lounge and demonstration kitchen, business center, teen game room and indoor childrens playroom. The design surrounding One Manhattan Squares 45,000 square foot oasis with lush gardens is by the celebrated design firm West 8 landscape architects, known for their work at The Hills at Governors Island and Miamis Soundscape Gardens. Outdoor amenities feature sumac meander, pike slip courtyard, birch garden, childrens playground, social courtyards, relaxation lawns, fire pits, outdoor kitchen and dining, herb garden, adult treehouse, tea pavilion, outdoor ping-pong, putting green, stargazing observatory, and a 93covered dog run. Finally, the Fitness Level features state-of-the-art weight room, cardio room, four fitness studios, cardio, dance and yoga classes. <br>It all thrives on the Lower East Side. Dotted with fine dining restaurants, trailblazing bars, boutique shops and avant-garde galleries, theres no shortage of entertainment options in the area. The transforming neighborhood is buzzing with energy and is within proximity of a number of landmarks including the South Street Seaport, Manhattan Bridge and the East River Esplanade. One Manhattan Square was designed to appeal to those that want it all iconic views, lush gardens, gorgeous homes, anticipated 20-year tax abatement and an over the top package of unprecedented amenities. Now under construction with closings anticipated to begin in 2018.<br>The complete offering terms are in an offering plan available from Sponsor. File No. CD15-0185. Sponsor: CPS Fee Company LLC, 805 Third Avenue, Seventh Floor, New York, NY 10022. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. Equal Housing Opportunity.
  
  <br>"
